"PropertyID","SALE TYPE","PROPERTY TYPE","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","$/SQUARE FEET","SOURCE","INTERESTED","LATITUDE","LONGITUDE"
150,"MLS Listing","Townhouse","PALO ALTO","CA",94306,1048000,2,1.5,"PALO ALTO",998,1307,1963,1050,"MLSListings","Y",37.429205,-122.123436
151,"MLS Listing","Condo/Co-op","Hayward","CA",94541,449000,2,2,"Peppertree",914,914,1994,491,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6855957,-122.064078
152,"MLS Listing","Single Family Residential","Hayward","CA",94544,739900,4,2,"Harder",1680,5000,1954,440,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.625558,-122.0793726
153,"MLS Listing","Multi-Family (2-4 Unit)","Oakland","CA",94601,925000,10,4,"Oakland",3500,5500,2017,264,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7682856,-122.2095667
154,"MLS Listing","Townhouse","Moraga","CA",94556,750000,3,2.5,"Ascot Highlands",1687,1228819.79,1972,445,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8579103,-122.1291288
155,"MLS Listing","Single Family Residential","Antioch","CA",94531,575000,4,3,"Deerfield Estate",2343,5008,1990,245,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9729898,-121.7686749
156,"MLS Listing","Vacant Land","WOODSIDE","CA",94062,2000000,3,2.5,"WOODSIDE",2091.53,22825,2020,772.32,"MLSListings","Y",37.443674,-122.228291
157,"MLS Listing","Single Family Residential","SAN JOSE","CA",95128,1149000,3,1,"SAN JOSE",1092,5295,1948,1052,"MLSListings","Y",37.3374663,-121.9422226
158,"MLS Listing","Condo/Co-op","Concord","CA",94520,239998,1,1,"Concord",644,1228819.79,1969,373,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9706598,-122.0385028
159,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95136,882488,3,2,"SAN JOSE",1256,1228819.79,2021,703,"MLSListings","Y",37.2844344,-121.8533209
160,"MLS Listing","Single Family Residential","DALY CITY","CA",94014,995000,4,2,"DALY CITY",1210,2925,1929,822,"MLSListings","Y",37.6984075,-122.4651343
161,"MLS Listing","Single Family Residential","Pittsburg","CA",94565,631999,5,3,"Pittsburg",2409,5902,2005,262,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.0235005,-121.8822099
162,"MLS Listing","Single Family Residential","Oakland","CA",94605,599000,3,1,"Havenscourt",964,3300,1926,621,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7713884,-122.1823876
163,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95131,675000,2,2,"SAN JOSE",988,1228819.79,1984,683,"MLSListings","Y",37.381787,-121.882805
164,"MLS Listing","Single Family Residential","San Francisco","CA",94118,2995000,4,3.5,"Inner Richmond",3416,2996,1906,877,"San Francisco MLS","Y",37.7767632,-122.4621379
165,"MLS Listing","Condo/Co-op","Pleasanton","CA",94588,485000,2,1,"Laguna Vista",810,1228819.79,1972,599,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.650107,-121.9033737
166,"MLS Listing","Single Family Residential","PORTOLA VALLEY","CA",94028,998000,1,1,"PORTOLA VALLEY",550,7510,1961,1815,"MLSListings","Y",37.350581,-122.196177
167,"MLS Listing","Single Family Residential","San Leandro","CA",94579,789950,3,2,"Washington Manor",1344,5600,1949,588,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6922547,-122.1441123
168,"MLS Listing","Single Family Residential","San Jose","CA",95127,1860000,5,4.5,"East Foothills",4373,13098,1989,425,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.3772058,-121.8114866
169,"MLS Listing","Single Family Residential","Antioch","CA",94531,990225,5,3.5,"Antioch",3417,4050,2021,290,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9547318,-121.754884
170,"MLS Listing","Single Family Residential","Antioch","CA",94531,846010,4,2.5,"Antioch",2796,4115,2021,303,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.954735,-121.7546125
171,"MLS Listing","Single Family Residential","Hayward","CA",94541,839000,4,2,"A Street",2120,5150,1951,396,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6726837,-122.1168278
172,"MLS Listing","Townhouse","SAN JOSE","CA",95126,849000,3,2.5,"SAN JOSE",1350,1499,1972,629,"MLSListings","Y",37.307909,-121.918619
173,"MLS Listing","Single Family Residential","San Francisco","CA",94127,1795000,4,2.5,"Miraloma Park",2093,2500,1938,858,"San Francisco MLS","Y",37.7420023,-122.4483383
174,"MLS Listing","Single Family Residential","LOS ALTOS","CA",94022,3380000,4,2.5,"LOS ALTOS",1688,10457,1955,2002,"MLSListings","Y",37.388356,-122.1161622
175,"MLS Listing","Vacant Land","Walnut Creek","CA",94596,299000,3,2.5,"Walnut Creek",2091.53,146362,2020,772.32,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.881259,-122.08002
176,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95136,811868,2,2,"SAN JOSE",1110,1228819.79,2021,731,"MLSListings","Y",37.28472,-121.853403
177,"MLS Listing","Single Family Residential","San Jose","CA",95111,815000,4,2,"San Jose Cc",1220,6000,1973,668,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.2827535,-121.8204741
178,"MLS Listing","Townhouse","Concord","CA",94520,343000,2,1.5,"Terraza Del Sol",975,756,1971,352,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.999286,-122.046331
179,"MLS Listing","Vacant Land","Vallejo","CA",94590,105000,3,2.5,"Vallejo 4",2091.53,6499,2020,772.32,"BAREIS","Y",38.10076,-122.25273
180,"MLS Listing","Condo/Co-op","SAN MATEO","CA",94401,499000,2,1,"SAN MATEO",1200,1228819.79,1992,416,"MLSListings","Y",37.5626159,-122.3207953
181,"MLS Listing","Single Family Residential","Richmond","CA",94804,728000,3,2,"Richmond Annex",1723,7700,1962,423,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9176431,-122.3186572
182,"MLS Listing","Single Family Residential","Oakley","CA",94561,549000,3,2.5,"Antioch/Oakley",1991,5200,2015,276,"San Francisco MLS","Y",37.9924505,-121.6850069
183,"MLS Listing","Single Family Residential","MOUNTAIN VIEW","CA",94043,1795000,4,3.5,"MOUNTAIN VIEW",1840,1622,2014,976,"MLSListings","Y",37.3935939,-122.067641
184,"MLS Listing","Single Family Residential","PACIFICA","CA",94044,998000,3,2,"PACIFICA",1110,5890,1960,899,"MLSListings","Y",37.5888613,-122.4837183
185,"MLS Listing","Single Family Residential","Vallejo","CA",94591,550000,4,2.5,"Vallejo 1",1790,4343,1988,307,"BAREIS","Y",38.1089833,-122.1996412
186,"MLS Listing","Townhouse","SANTA CLARA","CA",95054,999000,3,2,"SANTA CLARA",1289,2460,1973,775,"MLSListings","Y",37.3931361,-121.9650188
187,"MLS Listing","Single Family Residential","Castro Valley","CA",94552,1299000,3,2.5,"5 Canyons",2605,5940,2000,499,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6823038,-122.0335319
188,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95112,825000,2,2.5,"SAN JOSE",1618,1228819.79,2005,510,"MLSListings","Y",37.3422205,-121.8933683
189,"MLS Listing","Single Family Residential","SAN FRANCISCO","CA",94112,1080000,4,2,"SAN FRANCISCO",1469,2495,1907,735,"MLSListings","Y",37.7186152,-122.437534
190,"MLS Listing","Single Family Residential","SAN JOSE","CA",95116,828000,2,2,"SAN JOSE",1033,5134,1918,802,"MLSListings","Y",37.3483432,-121.8666903
191,"MLS Listing","Single Family Residential","Antioch","CA",94531,735000,5,3.5,"Antioch",2819,4922,2021,261,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9544944,-121.7552975
192,"MLS Listing","Single Family Residential","MENLO PARK","CA",94025,3198000,2,2,"MENLO PARK",1984,7500,1941,1612,"MLSListings","Y",37.4431726,-122.1797269
193,"MLS Listing","Townhouse","REDWOOD CITY","CA",94063,1075000,2,2,"REDWOOD CITY",1150,1150,2021,935,"MLSListings","Y",37.4889692,-122.2373582
194,"MLS Listing","Single Family Residential","Hercules","CA",94547,1100000,4,4.5,"Victoria By The Bay",3489,11712,2004,315,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.0269075,-122.2720792
195,"MLS Listing","Single Family Residential","SAN JOSE","CA",95125,1099888,3,2.5,"SAN JOSE",1483,8610,1951,742,"MLSListings","Y",37.2913334,-121.8826546
196,"MLS Listing","Single Family Residential","Fremont","CA",94538,975888,4,2,"Sundale Manor",1324,6259,1963,737,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.5367103,-121.9853226
197,"MLS Listing","Townhouse","FOSTER CITY","CA",94404,1298000,2,2.5,"FOSTER CITY",1780,1619,1975,729,"MLSListings","Y",37.5530515,-122.2714362
198,"MLS Listing","Mobile/Manufactured Home","MOUNTAIN VIEW","CA",94040,348888,3,2,"MOUNTAIN VIEW",1232,1228819.79,2001,283,"MLSListings","Y",37.3785654,-122.069854
199,"MLS Listing","Single Family Residential","SAN JOSE","CA",95148,1100000,3,3,"SAN JOSE",1899,6057,1982,579,"MLSListings","Y",37.3467068,-121.7948
200,"MLS Listing","Single Family Residential","Kensington","CA",94707,1295000,3,2,"Upper Kensington",1775,7250,1950,730,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9099191,-122.2824685
201,"MLS Listing","Condo/Co-op","Oakland","CA",94607,328000,1,1,"Chinatown",526,1228819.79,1993,624,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8007326,-122.2707433
202,"MLS Listing","Vacant Land","EL GRANADA","CA",94018,499000,3,2.5,"EL GRANADA",2091.53,5000,2020,772.32,"MLSListings","Y",37.504334,-122.467822
203,"MLS Listing","Condo/Co-op","San Francisco","CA",94109,2750000,3,2.5,"Nob Hill",2375,1228819.79,1962,1158,"San Francisco MLS","Y",37.7917486,-122.4144729
204,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95112,877000,2,2,"SAN JOSE",1662,1228819.79,1998,528,"MLSListings","Y",37.3348085,-121.8862723
205,"MLS Listing","Single Family Residential","Vallejo","CA",94590,499000,2,1,"Vallejo 3",840,6499,1922,594,"BAREIS","Y",38.0997649,-122.2457358
206,"MLS Listing","Single Family Residential","Oakland","CA",94609,1598000,4,3,"North Oakland",2185,3484,1908,731,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8442626,-122.2656324
207,"MLS Listing","Condo/Co-op","San Francisco","CA",94123,3040000,2,2,"Cow Hollow",1508,1228819.79,2020,2016,"San Francisco MLS","Y",37.7983371,-122.4243729
208,"MLS Listing","Condo/Co-op","San Francisco","CA",94115,575000,0,2.5,"Presidio Heights",2091.53,1228819.79,2020,772.32,"San Francisco MLS","Y",37.787293,-122.457265
209,"MLS Listing","Condo/Co-op","Vallejo","CA",94590,220000,2,1,"Vallejo 5",884,3920,1977,249,"BAREIS","Y",38.122092,-122.268823
210,"MLS Listing","Single Family Residential","SAN JOSE","CA",95129,2758000,5,3.5,"SAN JOSE",2450,11429,1958,1126,"MLSListings","Y",37.2961671,-122.0023579
211,"MLS Listing","Condo/Co-op","MILPITAS","CA",95035,409000,1,1,"MILPITAS",676,1228819.79,2007,605,"MLSListings","Y",37.4293104,-121.883267
212,"MLS Listing","Single Family Residential","Ross","CA",94957,3295000,4,3,"Ross",2460,7680,1947,1339,"BAREIS","Y",37.9686898,-122.5612691
213,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95125,749000,2,2,"SAN JOSE",1144,1566,2005,655,"MLSListings","Y",37.297433,-121.869359
214,"MLS Listing","Single Family Residential","LOS ALTOS","CA",94022,3498000,4,3,"LOS ALTOS",2531,25068,1948,1382,"MLSListings","Y",37.3844116,-122.114698
215,"MLS Listing","Single Family Residential","Richmond","CA",94804,364000,3,2,"Cortez",1388,2835,2006,262,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9224301,-122.3409755
216,"MLS Listing","Condo/Co-op","SANTA CLARA","CA",95051,798000,2,2,"SANTA CLARA",1260,1228819.79,1969,633,"MLSListings","Y",37.3270956,-121.9701855
217,"MLS Listing","Single Family Residential","Vallejo","CA",94591,599000,4,2,"Vallejo 1",2159,14375,1978,277,"BAREIS","Y",38.1125355,-122.2061974
218,"MLS Listing","Single Family Residential","MENLO PARK","CA",94025,1489000,3,1,"MENLO PARK",1040,5250,1950,1432,"MLSListings","Y",37.4762419,-122.1894691
219,"MLS Listing","Condo/Co-op","Hayward","CA",94544,475000,2,2,"Hayward Hills",906,1228819.79,1988,524,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6343108,-122.0462821
220,"MLS Listing","Condo/Co-op","SAN JOSE","CA",95112,575000,2,2,"SAN JOSE",955,1328,1994,602,"MLSListings","Y",37.319374,-121.856232
221,"MLS Listing","Single Family Residential","San Francisco","CA",94112,1299000,5,3,"San Francisco",2661,3125,1941,488,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7159562,-122.4603689
222,"MLS Listing","Single Family Residential","Brentwood","CA",94513,775000,5,4,"Brentwood",2873,4293,2016,270,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9349376,-121.7028679
223,"MLS Listing","Condo/Co-op","SUNNYVALE","CA",94087,598000,1,1,"SUNNYVALE",712,1228819.79,1987,840,"MLSListings","Y",37.3508213,-122.0159285
224,"MLS Listing","Single Family Residential","SAN JOSE","CA",95125,2400000,3,3.5,"SAN JOSE",3005,13241,1953,799,"MLSListings","Y",37.288851,-121.9173769
225,"MLS Listing","Townhouse","Walnut Creek","CA",94596,640000,2,1.5,"The Grove",1196,1195,1984,535,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.918539,-122.059672
226,"MLS Listing","Single Family Residential","Concord","CA",94521,640000,5,2,"Concord Village",1873,9779,1950,342,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9688052,-122.0010032
227,"MLS Listing","Single Family Residential","El Cerrito","CA",94530,998888,3,2,"Contra Costa",1922,8442,1954,520,"BAREIS","Y",37.9296417,-122.3175943
228,"MLS Listing","Mobile/Manufactured Home","SUNNYVALE","CA",94089,329000,3,2,"SUNNYVALE",1774,1228819.79,2007,185,"MLSListings","Y",37.405034,-121.9996432
229,"MLS Listing","Condo/Co-op","SAN CARLOS","CA",94070,1158000,2,2,"SAN CARLOS",1290,1228819.79,1974,898,"MLSListings","Y",37.5023839,-122.2610151
230,"MLS Listing","Condo/Co-op","CAMPBELL","CA",95008,589000,2,1,"CAMPBELL",903,1228819.79,1971,652,"MLSListings","Y",37.2922665,-121.9465916
231,"MLS Listing","Single Family Residential","Antioch","CA",94531,749000,4,3.5,"Park Ridge",2803,6929,2017,267,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.969901,-121.749724
232,"MLS Listing","Single Family Residential","San Francisco","CA",94131,1295000,2,2,"Glen Park",2091.53,2500,1905,772.32,"San Francisco MLS","Y",37.7380701,-122.4344926
233,"MLS Listing","Condo/Co-op","Oakland","CA",94612,359000,0,1,"Lakeside Regency",343,12353,1974,1047,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8047372,-122.2623314
234,"MLS Listing","Single Family Residential","HILLSBOROUGH","CA",94010,6988000,5,4.5,"HILLSBOROUGH",4615,23200,1960,1514,"MLSListings","Y",37.5590112,-122.3334701
235,"MLS Listing","Single Family Residential","SAN MATEO","CA",94403,1698000,3,2,"SAN MATEO",1660,5400,1946,1023,"MLSListings","Y",37.533356,-122.3175943
236,"MLS Listing","Single Family Residential","Concord","CA",94520,590000,5,3,"Concord",2468,8625,1948,239,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9648953,-122.0456784
237,"MLS Listing","Single Family Residential","Richmond","CA",94805,649000,2,1,"Ne Richmond",1475,5000,1929,440,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9455885,-122.3339351
238,"MLS Listing","Condo/Co-op","Oakland","CA",94610,749000,2,2,"Adams Point",1090,21300,1983,687,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8094309,-122.2542531
239,"MLS Listing","Single Family Residential","SUNNYVALE","CA",94086,1788000,4,2,"SUNNYVALE",1587,4932,1944,1127,"MLSListings","Y",37.3766846,-122.0190013
240,"MLS Listing","Condo/Co-op","Walnut Creek","CA",94596,314950,1,1,"The Keys",701,1228819.79,1972,449,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9147812,-122.05786
241,"MLS Listing","Single Family Residential","San Leandro","CA",94578,598888,2,1,"San Leandro",904,3300,1947,662,"San Francisco MLS","Y",37.7016692,-122.119368
242,"MLS Listing","Single Family Residential","San Francisco","CA",94110,1095000,2,1,"Bernal Heights",2091.53,1873,1904,772.32,"San Francisco MLS","Y",37.7474533,-122.406121
243,"MLS Listing","Condo/Co-op","San Francisco","CA",94124,990000,2,2,"Bayview",1432,1228819.79,2014,691,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7398859,-122.3892773
244,"MLS Listing","Single Family Residential","Novato","CA",94945,775000,3,2,"Novato",1232,7501,1954,629,"BAREIS","Y",38.1095431,-122.5716299
245,"MLS Listing","Single Family Residential","Livermore","CA",94550,1298000,4,3,"Dunsmuir",2537,8807,2004,512,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6740258,-121.7204588
246,"MLS Listing","Multi-Family (5+ Unit)","San Francisco","CA",94117,2650000,9,2.5,"Alamo Square",5080,3171,1900,522,"San Francisco MLS","Y",37.7763161,-122.437004
247,"MLS Listing","Single Family Residential","SUNNYVALE","CA",94086,1799000,3,2,"SUNNYVALE",1423,6303,1954,1264,"MLSListings","Y",37.3747296,-122.0439912
248,"MLS Listing","Single Family Residential","Concord","CA",94521,749950,3,2,"Walnut Country",1367,6175,1978,549,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9518772,-121.9961615
249,"MLS Listing","Townhouse","Orinda","CA",94563,1435000,3,2.5,"Orinda Woods",2111,2375,1979,680,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.885245,-122.184506
250,"MLS Listing","Single Family Residential","South San Francisco","CA",94080,885000,2,1,"South San Francisco",990,4500,1948,894,"San Francisco MLS","Y",37.6393033,-122.4327231
251,"MLS Listing","Single Family Residential","Oakland","CA",94621,379000,2,2,"Eastmont",1411,5000,1922,269,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7625072,-122.1810082
252,"MLS Listing","Single Family Residential","ATHERTON","CA",94027,8995000,5,4.5,"ATHERTON",4360,46360,1930,2063,"MLSListings","Y",37.4603635,-122.2063969
253,"MLS Listing","Single Family Residential","San Francisco","CA",94107,1495000,2,2,"Potrero Hill",2091.53,2495,1900,772.32,"San Francisco MLS","Y",37.7535823,-122.3929889
254,"MLS Listing","Single Family Residential","SAN JOSE","CA",95125,1560000,3,2,"SAN JOSE",1280,6486,1939,1219,"MLSListings","Y",37.2923815,-121.8864341
255,"MLS Listing","Single Family Residential","Danville","CA",94526,1450000,5,3,"Las Lomitas",2334,12100,1955,621,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.823217,-121.9850116
256,"MLS Listing","Single Family Residential","Pleasanton","CA",94566-6430,825000,2,2,"Garden Courts",1209,3360,1969,682,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.6745271,-121.8924811
257,"MLS Listing","Condo/Co-op","San Francisco","CA",94103,1825000,2,2.5,"San Francisco County",1407,8185,2014,1297,"BAREIS","Y",37.7660572,-122.4269225
258,"MLS Listing","Townhouse","HAYWARD","CA",94541,598888,2,2.5,"HAYWARD",1270,864,1973,472,"MLSListings","Y",37.667556,-122.123533
259,"MLS Listing","Single Family Residential","FREMONT","CA",94536,1195000,4,2,"FREMONT",1648,7860,1969,725,"MLSListings","Y",37.5572217,-121.9889653
260,"MLS Listing","Single Family Residential","Kensington","CA",94707,1300000,4,2,"Kensington",1800,5900,1958,722,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9175472,-122.281361
261,"MLS Listing","Single Family Residential","SAN JOSE","CA",95122,999000,4,2.5,"SAN JOSE",2025,3127,1999,493,"MLSListings","Y",37.3186235,-121.8474321
262,"MLS Listing","Single Family Residential","El Cerrito","CA",94530,1295000,5,3.5,"El Cerrito",3431,5225,1949,377,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.9065927,-122.2919931
263,"MLS Listing","Single Family Residential","Moraga","CA",94556,1050000,2,2,"Moraga C.C",1720,7280,1982,610,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8309078,-122.1370145
264,"MLS Listing","Condo/Co-op","San Francisco","CA",94123,2895000,3,3.5,"Marina",2483,1228819.79,1932,1166,"San Francisco MLS","Y",37.8041847,-122.4366739
265,"MLS Listing","Single Family Residential","PALO ALTO","CA",94301,7998000,5,6,"PALO ALTO",5887,7745,2014,1359,"MLSListings","Y",37.4562458,-122.1491247
266,"MLS Listing","Condo/Co-op","San Francisco","CA",94110,1495000,2,2,"Noe Valley",2091.53,1228819.79,1900,772.32,"San Francisco MLS","Y",37.7553001,-122.4238792
267,"MLS Listing","Condo/Co-op","CUPERTINO","CA",95014,1375000,2,2,"CUPERTINO",1688,1228819.79,1976,815,"MLSListings","Y",37.3192378,-122.0112632
268,"MLS Listing","Single Family Residential","Oakland","CA",94609,1095000,4,2,"N.Oakland",1534,4000,1947,714,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.8504113,-122.2572134
269,"MLS Listing","Townhouse","MOUNTAIN VIEW","CA",94041,1599995,3,3.5,"MOUNTAIN VIEW",1637,853,2011,977,"MLSListings","Y",37.3864665,-122.0566557
270,"MLS Listing","Condo/Co-op","San Francisco","CA",94107,1049000,1,2,"Central Waterfront",2091.53,1228819.79,2002,772.32,"San Francisco MLS","Y",37.7536799,-122.3904145
271,"MLS Listing","Condo/Co-op","San Francisco","CA",94110,835000,2,1,"Inner Mission",1100,3249,1923,759,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.7488924,-122.4104273
272,"MLS Listing","Townhouse","Hercules","CA",94547,495000,3,2.5,"Country Run",1434,2525,1979,345,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",38.0073566,-122.2653444
273,"MLS Listing","Condo/Co-op","Fremont","CA",94538,699950,2,2,"Fremont",1086,1228819.79,1991,645,"bridgeMLS, Bay East AOR, or Contra Costa AOR","Y",37.5591813,-121.966962
